"Zone","Post.Code","Destination.zone","State"
"Melbourne","8236","Local","VIC"
"Melbourne","8237","Local","VIC"
"Melbourne","8238","Local","VIC"
"Melbourne","8239","Local","VIC"
"Melbourne","8240","Local","VIC"
"Melbourne","8241","Local","VIC"
"Melbourne","8242","Local","VIC"
"Melbourne","8243","Local","VIC"
"Melbourne","8244","Local","VIC"
"Melbourne","8245","Local","VIC"
"Melbourne","8246","Local","VIC"
"Melbourne","8247","Local","VIC"
"Melbourne","8248","Local","VIC"
"Melbourne","8249","Local","VIC"
"Melbourne","8250","Local","VIC"
"Melbourne","8251","Local","VIC"
"Melbourne","8252","Local","VIC"
"Melbourne","8253","Local","VIC"
"Melbourne","8254","Local","VIC"
"Melbourne","8255","Local","VIC"
"Melbourne","8256","Local","VIC"
"Melbourne","8257","Local","VIC"
"Melbourne","8258","Local","VIC"
"Melbourne","8259","Local","VIC"
"Melbourne","8260","Local","VIC"
"Melbourne","8261","Local","VIC"
"Melbourne","8262","Local","VIC"
"Melbourne","8263","Local","VIC"
"Melbourne","8264","Local","VIC"
"Melbourne","8265","Local","VIC"
"Melbourne","8266","Local","VIC"
"Melbourne","8267","Local","VIC"
"Melbourne","8268","Local","VIC"
"Melbourne","8269","Local","VIC"
"Melbourne","8270","Local","VIC"
"Melbourne","8271","Local","VIC"
"Melbourne","8272","Local","VIC"
"Melbourne","8273","Local","VIC"
"Melbourne","8274","Local","VIC"
"Melbourne","8275","Local","VIC"
"Melbourne","8276","Local","VIC"
"Melbourne","8277","Local","VIC"
"Melbourne","8278","Local","VIC"
"Melbourne","8279","Local","VIC"
"Melbourne","8280","Local","VIC"
"Melbourne","8281","Local","VIC"
"Melbourne","8282","Local","VIC"
"Melbourne","8283","Local","VIC"
"Melbourne","8284","Local","VIC"
"Melbourne","8285","Local","VIC"
"Melbourne","8286","Local","VIC"
"Melbourne","8287","Local","VIC"
"Melbourne","8288","Local","VIC"
"Melbourne","8289","Local","VIC"
"Melbourne","8290","Local","VIC"
"Melbourne","8291","Local","VIC"
"Melbourne","8292","Local","VIC"
"Melbourne","8293","Local","VIC"
"Melbourne","8294","Local","VIC"
"Melbourne","8295","Local","VIC"
"Melbourne","8296","Local","VIC"
"Melbourne","8297","Local","VIC"
"Melbourne","8298","Local","VIC"
"Melbourne","8299","Local","VIC"
"Melbourne","8300","Local","VIC"
"Melbourne","8301","Local","VIC"
"Melbourne","8302","Local","VIC"
"Melbourne","8303","Local","VIC"
"Melbourne","8304","Local","VIC"
"Melbourne","8305","Local","VIC"
"Melbourne","8306","Local","VIC"
"Melbourne","8307","Local","VIC"
"Melbourne","8308","Local","VIC"
"Melbourne","8309","Local","VIC"
"Melbourne","8310","Local","VIC"
"Melbourne","8311","Local","VIC"
"Melbourne","8312","Local","VIC"
"Melbourne","8313","Local","VIC"
"Melbourne","8314","Local","VIC"
"Melbourne","8315","Local","VIC"
"Melbourne","8316","Local","VIC"
"Melbourne","8317","Local","VIC"
"Melbourne","8318","Local","VIC"
"Melbourne","8319","Local","VIC"
"Melbourne","8320","Local","VIC"
"Melbourne","8321","Local","VIC"
"Melbourne","8322","Local","VIC"
"Melbourne","8323","Local","VIC"
"Melbourne","8324","Local","VIC"
"Melbourne","8325","Local","VIC"
"Melbourne","8326","Local","VIC"
"Melbourne","8327","Local","VIC"
"Melbourne","8328","Local","VIC"
"Melbourne","8329","Local","VIC"
"Melbourne","8330","Local","VIC"
"Melbourne","8331","Local","VIC"
"Melbourne","8332","Local","VIC"
"Melbourne","8333","Local","VIC"
"Melbourne","8334","Local","VIC"
"Melbourne","8335","Local","VIC"
"Melbourne","8336","Local","VIC"
"Melbourne","8337","Local","VIC"
"Melbourne","8338","Local","VIC"
"Melbourne","8339","Local","VIC"
"Melbourne","8340","Local","VIC"
"Melbourne","8341","Local","VIC"
"Melbourne","8342","Local","VIC"
"Melbourne","8343","Local","VIC"
"Melbourne","8344","Local","VIC"
"Melbourne","8345","Local","VIC"
"Melbourne","8346","Local","VIC"
"Melbourne","8347","Local","VIC"
"Melbourne","8348","Local","VIC"
"Melbourne","8349","Local","VIC"
"Melbourne","8350","Local","VIC"
"Melbourne","8351","Local","VIC"
"Melbourne","8352","Local","VIC"
"Melbourne","8353","Local","VIC"
"Melbourne","8354","Local","VIC"
"Melbourne","8355","Local","VIC"
"Melbourne","8356","Local","VIC"
"Melbourne","8357","Local","VIC"
"Melbourne","8358","Local","VIC"
"Melbourne","8359","Local","VIC"
"Melbourne","8360","Local","VIC"
"Melbourne","8361","Local","VIC"
"Melbourne","8362","Local","VIC"
"Melbourne","8363","Local","VIC"
"Melbourne","8364","Local","VIC"
"Melbourne","8365","Local","VIC"
"Melbourne","8366","Local","VIC"
"Melbourne","8367","Local","VIC"
"Melbourne","8368","Local","VIC"
"Melbourne","8369","Local","VIC"
"Melbourne","8370","Local","VIC"
"Melbourne","8371","Local","VIC"
"Melbourne","8372","Local","VIC"
"Melbourne","8373","Local","VIC"
"Melbourne","8374","Local","VIC"
"Melbourne","8375","Local","VIC"
"Melbourne","8376","Local","VIC"
"Melbourne","8377","Local","VIC"
"Melbourne","8378","Local","VIC"
"Melbourne","8379","Local","VIC"
"Melbourne","8380","Local","VIC"
"Melbourne","8381","Local","VIC"
"Melbourne","8382","Local","VIC"
"Melbourne","8383","Local","VIC"
"Melbourne","8384","Local","VIC"
"Melbourne","8385","Local","VIC"
"Melbourne","8386","Local","VIC"
"Melbourne","8387","Local","VIC"
"Melbourne","8388","Local","VIC"
"Melbourne","8389","Local","VIC"
"Melbourne","8390","Local","VIC"
"Melbourne","8391","Local","VIC"
"Melbourne","8392","Local","VIC"
"Melbourne","8393","Local","VIC"
"Melbourne","8394","Local","VIC"
"Melbourne","8395","Local","VIC"
"Melbourne","8396","Local","VIC"
"Melbourne","8397","Local","VIC"
"Melbourne","8398","Local","VIC"
"Melbourne","8399","Local","VIC"
"Melbourne","8400","Local","VIC"
"Melbourne","8401","Local","VIC"
"Melbourne","8402","Local","VIC"
"Melbourne","8403","Local","VIC"
"Melbourne","8404","Local","VIC"
"Melbourne","8405","Local","VIC"
"Melbourne","8406","Local","VIC"
"Melbourne","8407","Local","VIC"
"Melbourne","8408","Local","VIC"
"Melbourne","8409","Local","VIC"
"Melbourne","8410","Local","VIC"
"Melbourne","8411","Local","VIC"
"Melbourne","8412","Local","VIC"
"Melbourne","8413","Local","VIC"
"Melbourne","8414","Local","VIC"
"Melbourne","8415","Local","VIC"
"Melbourne","8416","Local","VIC"
"Melbourne","8417","Local","VIC"
"Melbourne","8418","Local","VIC"
"Melbourne","8419","Local","VIC"
"Melbourne","8420","Local","VIC"
"Melbourne","8421","Local","VIC"
"Melbourne","8422","Local","VIC"
"Melbourne","8423","Local","VIC"
"Melbourne","8424","Local","VIC"
"Melbourne","8425","Local","VIC"
"Melbourne","8426","Local","VIC"
"Melbourne","8427","Local","VIC"
"Melbourne","8428","Local","VIC"
"Melbourne","8429","Local","VIC"
"Melbourne","8430","Local","VIC"
"Melbourne","8431","Local","VIC"
"Melbourne","8432","Local","VIC"
"Melbourne","8433","Local","VIC"
"Melbourne","8434","Local","VIC"
"Melbourne","8435","Local","VIC"
"Melbourne","8436","Local","VIC"
"Melbourne","8437","Local","VIC"
"Melbourne","8438","Local","VIC"
"Melbourne","8439","Local","VIC"
"Melbourne","8440","Local","VIC"
"Melbourne","8441","Local","VIC"
"Melbourne","8442","Local","VIC"
"Melbourne","8443","Local","VIC"
"Melbourne","8444","Local","VIC"
"Melbourne","8445","Local","VIC"
"Melbourne","8446","Local","VIC"
"Melbourne","8447","Local","VIC"
"Melbourne","8448","Local","VIC"
"Melbourne","8449","Local","VIC"
"Melbourne","8450","Local","VIC"
"Melbourne","8451","Local","VIC"
"Melbourne","8452","Local","VIC"
"Melbourne","8453","Local","VIC"
"Melbourne","8454","Local","VIC"
"Melbourne","8455","Local","VIC"
"Melbourne","8456","Local","VIC"
"Melbourne","8457","Local","VIC"
"Melbourne","8458","Local","VIC"
"Melbourne","8459","Local","VIC"
"Melbourne","8460","Local","VIC"
"Melbourne","8461","Local","VIC"
"Melbourne","8462","Local","VIC"
"Melbourne","8463","Local","VIC"
"Melbourne","8464","Local","VIC"
"Melbourne","8465","Local","VIC"
"Melbourne","8466","Local","VIC"
"Melbourne","8467","Local","VIC"
"Melbourne","8468","Local","VIC"
"Melbourne","8469","Local","VIC"
"Melbourne","8470","Local","VIC"
"Melbourne","8471","Local","VIC"
"Melbourne","8472","Local","VIC"
"Melbourne","8473","Local","VIC"
"Melbourne","8474","Local","VIC"
"Melbourne","8475","Local","VIC"
"Melbourne","8476","Local","VIC"
"Melbourne","8477","Local","VIC"
"Melbourne","8478","Local","VIC"
"Melbourne","8479","Local","VIC"
"Melbourne","8480","Local","VIC"
"Melbourne","8481","Local","VIC"
"Melbourne","8482","Local","VIC"
"Melbourne","8483","Local","VIC"
"Melbourne","8484","Local","VIC"
"Melbourne","8485","Local","VIC"
"Melbourne","8486","Local","VIC"
"Melbourne","8487","Local","VIC"
"Melbourne","8488","Local","VIC"
"Melbourne","8489","Local","VIC"
"Melbourne","8490","Local","VIC"
"Melbourne","8491","Local","VIC"
"Melbourne","8492","Local","VIC"
"Melbourne","8493","Local","VIC"
"Melbourne","8494","Local","VIC"
"Melbourne","8495","Local","VIC"
"Melbourne","8496","Local","VIC"
"Melbourne","8497","Local","VIC"
"Melbourne","8498","Local","VIC"
"Melbourne","8499","Local","VIC"
"Melbourne","8500","Local","VIC"
"Melbourne","8501","Local","VIC"
"Melbourne","8502","Local","VIC"
"Melbourne","8503","Local","VIC"
"Melbourne","8504","Local","VIC"
"Melbourne","8505","Local","VIC"
"Melbourne","8506","Local","VIC"
"Melbourne","8507","Local","VIC"
"Melbourne","8508","Local","VIC"
"Melbourne","8509","Local","VIC"
"Melbourne","8510","Local","VIC"
"Melbourne","8511","Local","VIC"
"Melbourne","8512","Local","VIC"
"Melbourne","8513","Local","VIC"
"Melbourne","8514","Local","VIC"
"Melbourne","8515","Local","VIC"
"Melbourne","8516","Local","VIC"
"Melbourne","8517","Local","VIC"
"Melbourne","8518","Local","VIC"
"Melbourne","8519","Local","VIC"
"Melbourne","8520","Local","VIC"
"Melbourne","8521","Local","VIC"
"Melbourne","8522","Local","VIC"
"Melbourne","8523","Local","VIC"
"Melbourne","8524","Local","VIC"
"Melbourne","8525","Local","VIC"
"Melbourne","8526","Local","VIC"
"Melbourne","8527","Local","VIC"
"Melbourne","8528","Local","VIC"
"Melbourne","8529","Local","VIC"
"Melbourne","8530","Local","VIC"
"Melbourne","8531","Local","VIC"
"Melbourne","8532","Local","VIC"
"Melbourne","8533","Local","VIC"
"Melbourne","8534","Local","VIC"
"Melbourne","8535","Local","VIC"
"Melbourne","8536","Local","VIC"
"Melbourne","8537","Local","VIC"
"Melbourne","8538","Local","VIC"
"Melbourne","8539","Local","VIC"
"Melbourne","8540","Local","VIC"
"Melbourne","8541","Local","VIC"
"Melbourne","8542","Local","VIC"
"Melbourne","8543","Local","VIC"
"Melbourne","8544","Local","VIC"
"Melbourne","8545","Local","VIC"
"Melbourne","8546","Local","VIC"
"Melbourne","8547","Local","VIC"
"Melbourne","8548","Local","VIC"
"Melbourne","8549","Local","VIC"
"Melbourne","8550","Local","VIC"
"Melbourne","8551","Local","VIC"
"Melbourne","8552","Local","VIC"
"Melbourne","8553","Local","VIC"
"Melbourne","8554","Local","VIC"
"Melbourne","8555","Local","VIC"
"Melbourne","8556","Local","VIC"
"Melbourne","8557","Local","VIC"
"Melbourne","8558","Local","VIC"
"Melbourne","8559","Local","VIC"
"Melbourne","8560","Local","VIC"
"Melbourne","8561","Local","VIC"
"Melbourne","8562","Local","VIC"
"Melbourne","8563","Local","VIC"
"Melbourne","8564","Local","VIC"
"Melbourne","8565","Local","VIC"
"Melbourne","8566","Local","VIC"
"Melbourne","8567","Local","VIC"
"Melbourne","8568","Local","VIC"
"Melbourne","8569","Local","VIC"
"Melbourne","8570","Local","VIC"
"Melbourne","8571","Local","VIC"
"Melbourne","8572","Local","VIC"
"Melbourne","8573","Local","VIC"
"Melbourne","8574","Local","VIC"
"Melbourne","8575","Local","VIC"
"Melbourne","8576","Local","VIC"
"Melbourne","8577","Local","VIC"
"Melbourne","8578","Local","VIC"
"Melbourne","8579","Local","VIC"
"Melbourne","8580","Local","VIC"
"Melbourne","8581","Local","VIC"
"Melbourne","8582","Local","VIC"
"Melbourne","8583","Local","VIC"
"Melbourne","8584","Local","VIC"
"Melbourne","8585","Local","VIC"
"Melbourne","8586","Local","VIC"
"Melbourne","8587","Local","VIC"
"Melbourne","8588","Local","VIC"
"Melbourne","8589","Local","VIC"
"Melbourne","8590","Local","VIC"
"Melbourne","8591","Local","VIC"
"Melbourne","8592","Local","VIC"
"Melbourne","8593","Local","VIC"
"Melbourne","8594","Local","VIC"
"Melbourne","8595","Local","VIC"
"Melbourne","8596","Local","VIC"
"Melbourne","8597","Local","VIC"
"Melbourne","8598","Local","VIC"
"Melbourne","8599","Local","VIC"
"Melbourne","8600","Local","VIC"
"Melbourne","8601","Local","VIC"
"Melbourne","8602","Local","VIC"
"Melbourne","8603","Local","VIC"
"Melbourne","8604","Local","VIC"
"Melbourne","8605","Local","VIC"
"Melbourne","8606","Local","VIC"
"Melbourne","8607","Local","VIC"
"Melbourne","8608","Local","VIC"
"Melbourne","8609","Local","VIC"
"Melbourne","8610","Local","VIC"
"Melbourne","8611","Local","VIC"
"Melbourne","8612","Local","VIC"
"Melbourne","8613","Local","VIC"
"Melbourne","8614","Local","VIC"
"Melbourne","8615","Local","VIC"
"Melbourne","8616","Local","VIC"
"Melbourne","8617","Local","VIC"
"Melbourne","8618","Local","VIC"
"Melbourne","8619","Local","VIC"
"Melbourne","8620","Local","VIC"
"Melbourne","8621","Local","VIC"
"Melbourne","8622","Local","VIC"
"Melbourne","8623","Local","VIC"
"Melbourne","8624","Local","VIC"
"Melbourne","8625","Local","VIC"
"Melbourne","8626","Local","VIC"
"Melbourne","8627","Local","VIC"
"Melbourne","8628","Local","VIC"
"Melbourne","8629","Local","VIC"
"Melbourne","8630","Local","VIC"
"Melbourne","8631","Local","VIC"
"Melbourne","8632","Local","VIC"
"Melbourne","8633","Local","VIC"
"Melbourne","8634","Local","VIC"
"Melbourne","8635","Local","VIC"
"Melbourne","8636","Local","VIC"
"Melbourne","8637","Local","VIC"
"Melbourne","8638","Local","VIC"
"Melbourne","8639","Local","VIC"
"Melbourne","8640","Local","VIC"
"Melbourne","8641","Local","VIC"
"Melbourne","8642","Local","VIC"
"Melbourne","8643","Local","VIC"
"Melbourne","8644","Local","VIC"
"Melbourne","8645","Local","VIC"
"Melbourne","8646","Local","VIC"
"Melbourne","8647","Local","VIC"
"Melbourne","8648","Local","VIC"
"Melbourne","8649","Local","VIC"
"Melbourne","8650","Local","VIC"
"Melbourne","8651","Local","VIC"
"Melbourne","8652","Local","VIC"
"Melbourne","8653","Local","VIC"
"Melbourne","8654","Local","VIC"
"Melbourne","8655","Local","VIC"
"Melbourne","8656","Local","VIC"
"Melbourne","8657","Local","VIC"
"Melbourne","8658","Local","VIC"
"Melbourne","8659","Local","VIC"
"Melbourne","8660","Local","VIC"
"Melbourne","8661","Local","VIC"
"Melbourne","8662","Local","VIC"
"Melbourne","8663","Local","VIC"
"Melbourne","8664","Local","VIC"
"Melbourne","8665","Local","VIC"
"Melbourne","8666","Local","VIC"
"Melbourne","8667","Local","VIC"
"Melbourne","8668","Local","VIC"
"Melbourne","8669","Local","VIC"
"Melbourne","8670","Local","VIC"
"Melbourne","8671","Local","VIC"
"Melbourne","8672","Local","VIC"
"Melbourne","8673","Local","VIC"
"Melbourne","8674","Local","VIC"
"Melbourne","8675","Local","VIC"
"Melbourne","8676","Local","VIC"
"Melbourne","8677","Local","VIC"
"Melbourne","8678","Local","VIC"
"Melbourne","8679","Local","VIC"
"Melbourne","8680","Local","VIC"
"Melbourne","8681","Local","VIC"
"Melbourne","8682","Local","VIC"
"Melbourne","8683","Local","VIC"
"Melbourne","8684","Local","VIC"
"Melbourne","8685","Local","VIC"
"Melbourne","8686","Local","VIC"
"Melbourne","8687","Local","VIC"
"Melbourne","8688","Local","VIC"
"Melbourne","8689","Local","VIC"
"Melbourne","8690","Local","VIC"
"Melbourne","8691","Local","VIC"
"Melbourne","8692","Local","VIC"
"Melbourne","8693","Local","VIC"
"Melbourne","8694","Local","VIC"
"Melbourne","8695","Local","VIC"
"Melbourne","8696","Local","VIC"
"Melbourne","8697","Local","VIC"
"Melbourne","8698","Local","VIC"
"Melbourne","8699","Local","VIC"
"Melbourne","8700","Local","VIC"
"Melbourne","8701","Local","VIC"
"Melbourne","8702","Local","VIC"
"Melbourne","8703","Local","VIC"
"Melbourne","8704","Local","VIC"
"Melbourne","8705","Local","VIC"
"Melbourne","8706","Local","VIC"
"Melbourne","8707","Local","VIC"
"Melbourne","8708","Local","VIC"
"Melbourne","8709","Local","VIC"
"Melbourne","8710","Local","VIC"
"Melbourne","8711","Local","VIC"
"Melbourne","8712","Local","VIC"
"Melbourne","8713","Local","VIC"
"Melbourne","8714","Local","VIC"
"Melbourne","8715","Local","VIC"
"Melbourne","8716","Local","VIC"
"Melbourne","8717","Local","VIC"
"Melbourne","8718","Local","VIC"
"Melbourne","8719","Local","VIC"
"Melbourne","8720","Local","VIC"
"Melbourne","8721","Local","VIC"
"Melbourne","8722","Local","VIC"
"Melbourne","8723","Local","VIC"
"Melbourne","8724","Local","VIC"
"Melbourne","8725","Local","VIC"
"Melbourne","8726","Local","VIC"
"Melbourne","8727","Local","VIC"
"Melbourne","8728","Local","VIC"
"Melbourne","8729","Local","VIC"
"Melbourne","8730","Local","VIC"
"Melbourne","8731","Local","VIC"
"Melbourne","8732","Local","VIC"
"Melbourne","8733","Local","VIC"
"Melbourne","8734","Local","VIC"
"Melbourne","8735","Local","VIC"
"Melbourne","8736","Local","VIC"
"Melbourne","8737","Local","VIC"
"Melbourne","8738","Local","VIC"
"Melbourne","8739","Local","VIC"
"Melbourne","8740","Local","VIC"
"Melbourne","8741","Local","VIC"
"Melbourne","8742","Local","VIC"
"Melbourne","8743","Local","VIC"
"Melbourne","8744","Local","VIC"
"Melbourne","8745","Local","VIC"
"Melbourne","8746","Local","VIC"
"Melbourne","8747","Local","VIC"
"Melbourne","8748","Local","VIC"
"Melbourne","8749","Local","VIC"
"Melbourne","8750","Local","VIC"
"Melbourne","8751","Local","VIC"
"Melbourne","8752","Local","VIC"
"Melbourne","8753","Local","VIC"
"Melbourne","8754","Local","VIC"
"Melbourne","8755","Local","VIC"
"Melbourne","8756","Local","VIC"
"Melbourne","8757","Local","VIC"
"Melbourne","8758","Local","VIC"
"Melbourne","8759","Local","VIC"
"Melbourne","8760","Local","VIC"
"Melbourne","8761","Local","VIC"
"Melbourne","8762","Local","VIC"
"Melbourne","8763","Local","VIC"
"Melbourne","8764","Local","VIC"
"Melbourne","8765","Local","VIC"
"Melbourne","8766","Local","VIC"
"Melbourne","8767","Local","VIC"
"Melbourne","8768","Local","VIC"
"Melbourne","8769","Local","VIC"
"Melbourne","8770","Local","VIC"
"Melbourne","8771","Local","VIC"
"Melbourne","8772","Local","VIC"
"Melbourne","8773","Local","VIC"
"Melbourne","8774","Local","VIC"
"Melbourne","8775","Local","VIC"
"Melbourne","8776","Local","VIC"
"Melbourne","8777","Local","VIC"
"Melbourne","8778","Local","VIC"
"Melbourne","8779","Local","VIC"
"Melbourne","8780","Local","VIC"
"Melbourne","8781","Local","VIC"
"Melbourne","8782","Local","VIC"
"Melbourne","8783","Local","VIC"
"Melbourne","8784","Local","VIC"
"Melbourne","8785","Local","VIC"
"Melbourne","8786","Local","VIC"
"Melbourne","8787","Local","VIC"
"Melbourne","8788","Local","VIC"
"Melbourne","8789","Local","VIC"
"Melbourne","8790","Local","VIC"
"Melbourne","8791","Local","VIC"
"Melbourne","8792","Local","VIC"
"Melbourne","8793","Local","VIC"
"Melbourne","8794","Local","VIC"
"Melbourne","8795","Local","VIC"
"Melbourne","8796","Local","VIC"
"Melbourne","8797","Local","VIC"
"Melbourne","8798","Local","VIC"
"Melbourne","8799","Local","VIC"
"Melbourne","8800","Local","VIC"
"Melbourne","8801","Local","VIC"
"Melbourne","8802","Local","VIC"
"Melbourne","8803","Local","VIC"
"Melbourne","8804","Local","VIC"
"Melbourne","8805","Local","VIC"
"Melbourne","8806","Local","VIC"
"Melbourne","8807","Local","VIC"
"Melbourne","8808","Local","VIC"
"Melbourne","8809","Local","VIC"
"Melbourne","8810","Local","VIC"
"Melbourne","8811","Local","VIC"
"Melbourne","8812","Local","VIC"
"Melbourne","8813","Local","VIC"
"Melbourne","8814","Local","VIC"
"Melbourne","8815","Local","VIC"
"Melbourne","8816","Local","VIC"
"Melbourne","8817","Local","VIC"
"Melbourne","8818","Local","VIC"
"Melbourne","8819","Local","VIC"
"Melbourne","8820","Local","VIC"
"Melbourne","8821","Local","VIC"
"Melbourne","8822","Local","VIC"
"Melbourne","8823","Local","VIC"
"Melbourne","8824","Local","VIC"
"Melbourne","8825","Local","VIC"
"Melbourne","8826","Local","VIC"
"Melbourne","8827","Local","VIC"
"Melbourne","8828","Local","VIC"
"Melbourne","8829","Local","VIC"
"Melbourne","8830","Local","VIC"
"Melbourne","8831","Local","VIC"
"Melbourne","8832","Local","VIC"
"Melbourne","8833","Local","VIC"
"Melbourne","8834","Local","VIC"
"Melbourne","8835","Local","VIC"
"Melbourne","8836","Local","VIC"
"Melbourne","8837","Local","VIC"
"Melbourne","8838","Local","VIC"
"Melbourne","8839","Local","VIC"
"Melbourne","8840","Local","VIC"
"Melbourne","8841","Local","VIC"
"Melbourne","8842","Local","VIC"
"Melbourne","8843","Local","VIC"
"Melbourne","8844","Local","VIC"
"Melbourne","8845","Local","VIC"
"Melbourne","8846","Local","VIC"
"Melbourne","8847","Local","VIC"
"Melbourne","8848","Local","VIC"
"Melbourne","8849","Local","VIC"
"Melbourne","8850","Local","VIC"
"Melbourne","8851","Local","VIC"
"Melbourne","8852","Local","VIC"
"Melbourne","8853","Local","VIC"
"Melbourne","8854","Local","VIC"
"Melbourne","8855","Local","VIC"
"Melbourne","8856","Local","VIC"
"Melbourne","8857","Local","VIC"
"Melbourne","8858","Local","VIC"
"Melbourne","8859","Local","VIC"
"Melbourne","8860","Local","VIC"
"Melbourne","8861","Local","VIC"
"Melbourne","8862","Local","VIC"
"Melbourne","8863","Local","VIC"
"Melbourne","8864","Local","VIC"
"Melbourne","8865","Local","VIC"
"Melbourne","8866","Local","VIC"
"Melbourne","8867","Local","VIC"
"Melbourne","8868","Local","VIC"
"Melbourne","8869","Local","VIC"
"Melbourne","8870","Local","VIC"
"Melbourne","8871","Local","VIC"
"Melbourne","8872","Local","VIC"
"Melbourne","8873","Local","VIC"
"Melbourne","8874","Local","VIC"
"Melbourne","8875","Local","VIC"
"Melbourne","8876","Local","VIC"
"Melbourne","8877","Local","VIC"
"Melbourne","8878","Local","VIC"
"Melbourne","8879","Local","VIC"
"Melbourne","8880","Local","VIC"
"Melbourne","8881","Local","VIC"
"Melbourne","8882","Local","VIC"
"Melbourne","8883","Local","VIC"
"Melbourne","8884","Local","VIC"
"Melbourne","8885","Local","VIC"
"Melbourne","8886","Local","VIC"
"Melbourne","8887","Local","VIC"
"Melbourne","8888","Local","VIC"
"Melbourne","8889","Local","VIC"
"Melbourne","8890","Local","VIC"
"Melbourne","8891","Local","VIC"
"Melbourne","8892","Local","VIC"
"Melbourne","8893","Local","VIC"
"Melbourne","8894","Local","VIC"
"Melbourne","8895","Local","VIC"
"Melbourne","8896","Local","VIC"
"Melbourne","8897","Local","VIC"
"Melbourne","8898","Local","VIC"
"Melbourne","8899","Local","VIC"
"Melbourne","8900","Local","VIC"
"Melbourne","8901","Local","VIC"
"Melbourne","8902","Local","VIC"
"Melbourne","8903","Local","VIC"
"Melbourne","8904","Local","VIC"
"Melbourne","8905","Local","VIC"
"Melbourne","8906","Local","VIC"
"Melbourne","8907","Local","VIC"
"Melbourne","8908","Local","VIC"
"Melbourne","8909","Local","VIC"
"Melbourne","8910","Local","VIC"
"Melbourne","8911","Local","VIC"
"Melbourne","8912","Local","VIC"
"Melbourne","8913","Local","VIC"
"Melbourne","8914","Local","VIC"
"Melbourne","8915","Local","VIC"
"Melbourne","8916","Local","VIC"
"Melbourne","8917","Local","VIC"
"Melbourne","8918","Local","VIC"
"Melbourne","8919","Local","VIC"
"Melbourne","8920","Local","VIC"
"Melbourne","8921","Local","VIC"
"Melbourne","8922","Local","VIC"
"Melbourne","8923","Local","VIC"
"Melbourne","8924","Local","VIC"
"Melbourne","8925","Local","VIC"
"Melbourne","8926","Local","VIC"
"Melbourne","8927","Local","VIC"
"Melbourne","8928","Local","VIC"
"Melbourne","8929","Local","VIC"
"Melbourne","8930","Local","VIC"
"Melbourne","8931","Local","VIC"
"Melbourne","8932","Local","VIC"
"Melbourne","8933","Local","VIC"
"Melbourne","8934","Local","VIC"
"Melbourne","8935","Local","VIC"
"Melbourne","8936","Local","VIC"
"Melbourne","8937","Local","VIC"
"Melbourne","8938","Local","VIC"
"Melbourne","8939","Local","VIC"
"Melbourne","8940","Local","VIC"
"Melbourne","8941","Local","VIC"
"Melbourne","8942","Local","VIC"
"Melbourne","8943","Local","VIC"
"Melbourne","8944","Local","VIC"
"Melbourne","8945","Local","VIC"
"Melbourne","8946","Local","VIC"
"Melbourne","8947","Local","VIC"
"Melbourne","8948","Local","VIC"
"Melbourne","8949","Local","VIC"
"Melbourne","8950","Local","VIC"
"Melbourne","8951","Local","VIC"
"Melbourne","8952","Local","VIC"
"Melbourne","8953","Local","VIC"
"Melbourne","8954","Local","VIC"
"Melbourne","8955","Local","VIC"
"Melbourne","8956","Local","VIC"
"Melbourne","8957","Local","VIC"
"Melbourne","8958","Local","VIC"
"Melbourne","8959","Local","VIC"
"Melbourne","8960","Local","VIC"
"Melbourne","8961","Local","VIC"
"Melbourne","8962","Local","VIC"
"Melbourne","8963","Local","VIC"
"Melbourne","8964","Local","VIC"
"Melbourne","8965","Local","VIC"
"Melbourne","8966","Local","VIC"
"Melbourne","8967","Local","VIC"
"Melbourne","8968","Local","VIC"
"Melbourne","8969","Local","VIC"
"Melbourne","8970","Local","VIC"
"Melbourne","8971","Local","VIC"
"Melbourne","8972","Local","VIC"
"Melbourne","8973","Local","VIC"
"Melbourne","8974","Local","VIC"
"Melbourne","8975","Local","VIC"
"Melbourne","8976","Local","VIC"
"Melbourne","8977","Local","VIC"
"Melbourne","8978","Local","VIC"
"Melbourne","8979","Local","VIC"
"Melbourne","8980","Local","VIC"
"Melbourne","8981","Local","VIC"
"Melbourne","8982","Local","VIC"
"Melbourne","8983","Local","VIC"
"Melbourne","8984","Local","VIC"
"Melbourne","8985","Local","VIC"
"Melbourne","8986","Local","VIC"
"Melbourne","8987","Local","VIC"
"Melbourne","8988","Local","VIC"
"Melbourne","8989","Local","VIC"
"Melbourne","8990","Local","VIC"
"Melbourne","8991","Local","VIC"
"Melbourne","8992","Local","VIC"
"Melbourne","8993","Local","VIC"
"Melbourne","8994","Local","VIC"
"Melbourne","8995","Local","VIC"
"Melbourne","8996","Local","VIC"
"Melbourne","8997","Local","VIC"
"Melbourne","8998","Local","VIC"
"Melbourne","8999","Local","VIC"
"Melbourne","9999","Local","VIC"
"VIC Metro","3063","Same State Metro","VIC"
"VIC Metro","3099","Same State Metro","VIC"
"VIC Metro","3100","Same State Metro","VIC"
"VIC Metro","3139","Same State Metro","VIC"
"VIC Metro","3335","Same State Metro","VIC"
"VIC Metro","3336","Same State Metro","VIC"
"VIC Metro","3337","Same State Metro","VIC"
"VIC Metro","3338","Same State Metro","VIC"
"VIC Metro","3339","Same State Metro","VIC"
